empresa,cnpj,state,natureza_legal,quantidade_natureza_legal,total_capital,quantidade_socios
ND EDITORA E PUBLICIDADE EIRELI,03797727,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.2E7,1
SUPERMERCADO SAMASI COMERCIAL LTDA,03702907,MG,Sociedade Empresária Limitada,14353,4.3E7,1
T. S. DISTRIBUIDORA DE ALIMENTOS MATERIAIS ELETRICOS E CONSTRUCAO LTDA,03826878,DF,Sociedade Empresária Limitada,14353,4.3E7,1
TECITEX TINTURARIA E ESTAMPARIA EIRELI,03763856,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.3248E7,1
C. S. CAVALCANTE LTDA,03796272,AC,Sociedade Empresária Limitada,14353,4.35E7,1
R&A CRIACAO DE ANIMAIS E POUSADA LTDA,03778926,MG,Sociedade Empresária Limitada,14353,4.36073E7,1
AGILE TERCEIRIZACAO EIRELI,03767254,PR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.4E7,1
CLINICA INTEGRARE ODONTOLOGIA EIRELI,03832504,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.41E7,1
BS CONSTRUTORA LTDA,03788366,MG,Sociedade Empresária Limitada,14353,4.42E7,1
J.J.S SERVICOS GERAIS SUL FLUMINENSE LTDA,03755391,RJ,Sociedade Empresária Limitada,14353,4.44E7,1
CAMP CARGAS TRANSPORTES E LOGISTICA LTDA,03706536,SP,Sociedade Empresária Limitada,14353,4.5E7,1
JJP COMERCIO E EQUIPAMENTOS DE INFORMATICA LTDA,03715811,GO,Sociedade Empresária Limitada,14353,4.5E7,1
JPAE AGROPECUARIA LTDA,03798322,BA,Sociedade Empresária Limitada,14353,4.5E7,1
SIDERAL EVENTOS E PRESTACAO DE SERVICOS LTDA,03801330,SE,Sociedade Empresária Limitada,14353,4.5E7,1
CENTRO DE FORMACAO DE CONDUTORES-B COMANDO EIRELI,03717426,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.76E7,1
IDEAL ATACADO E DISTRIBUIDORA EIRELI,03705813,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.8E7,1
JORNADAS TRANSPORTES E LOGISTICA EIRELI,03776546,AM,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.8E7,1
SICAFLA COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,03828079,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.8E7,1
EMBRULHE EMBALAGENS BRUSQUE EIRELI,03686059,SC,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.9E7,1
BLOCO BELLO ARTEFATOS DE CIMENTO EIRELI,03747816,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,4.94234E7,1
FRIGORIFICO INDUSTRIAL SAO JORGE LTDA,03697020,RN,Sociedade Empresária Limitada,14353,4.977E7,1
ANFIBIA - INDUSTRIA E COMERCIO DE COSMETICOS - EIRELI,03688110,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
HENAMAR INDUSTRIA E COMERCIO DE TINTAS EIRELI,03696074,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
MC CONSTRUTORA E INCORPORADORA EIRELI,03697285,PR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
NORTE NORDESTE SUL SUDESTE E CENTRO OESTE TURISMO DE NEGOCIOS LTDA,03699003,RJ,Sociedade Empresária Limitada,14353,5.0E7,1
PHL ENGENHARIA E CONSULTORIA TECNICA EIRELI,03701784,SP,Empresa Ind. de Resp. Limitada (Nat. Simples),16.641840875237557142123376,5.0E7,1
TECNOQUADROS TECNOLOGIA EM QUADROS ELETRICOS EIRELI,03702972,BA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
F&A GRAFICA E EDITORA EIRELI,03705891,PB,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
LOPES ALVES REPRESENTACOES E SERVICOS LTDA,03708265,GO,Sociedade Empresária Limitada,14353,5.0E7,1
AUTO TECH REPARADORA DE VEICULOS EIRELI,03708405,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
FLAVIO RUI GUERRA MOTA FILHO EIRELI,03712709,AL,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
CASA DO BOI PRODUTOS AGROPECUARIOS EIRELI,03716644,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
IATEC ENGENHARIA DE ISOLAMENTOS - EIRELI,03725236,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
MG SOARES FILHO COMERCIO LOCACOES E SERVICOS LTDA,03730830,PA,Sociedade Empresária Limitada,14353,5.0E7,1
FIGUEIREDO PROVEDORES EIRELI,03735913,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
CRUZEIRO ENGENHARIA E CONSTRUTORA EIRELI,03737262,MT,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
COMERCIAL EQUILIBRIO EIRELI,03742325,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
DIVERSIFIC SERVICOS LTDA,03742498,AP,Sociedade Empresária Limitada,14353,5.0E7,1
TRANSCABANOS TRANSPORTES E CONSTRUCOES LTDA,03743519,PA,Sociedade Empresária Limitada,14353,5.0E7,1
FERNANDO CONSTRUCOES E SERVICOS EIRELI,03743910,MA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
JEFFERSOM ESTRUTURAS PARA EVENTOS EIRELI,03746510,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
SOLASSTEC TECNOLOGIA EIRELI,03749203,AM,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
ICARUS EMPREENDIMENTOS EIRELI,03749374,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
ATISO DO BRASIL COMERCIO DE ALIMENTOS CONGELADOS  LTDA,03749818,RJ,Sociedade Empresária Limitada,14353,5.0E7,1
GOLD BRAS EMPREENDIMENTOS EIRELI,03752880,PR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
B. S. - TRANSPORTES COMERCIO E SERVICOS LTDA,03754320,SE,Sociedade Empresária Limitada,14353,5.0E7,1
PLAYCORP ORGANIZACAO DE EVENTOS - EIRELI,03754435,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
META CONSTRUCOES SERVICOS E EMPRENDIMENTOS LTDA,03761575,CE,Sociedade Empresária Limitada,14353,5.0E7,1
CLAUDIO E. DOS SANTOS KRAMBECK LTDA,03762664,RS,Sociedade Empresária Limitada,14353,5.0E7,1
ALFA EDIFICACOES EIRELI,03763181,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
OLIVEIRA COSTA CONSTRUTORA E INCORPORADORA LTDA,03771783,SC,Sociedade Empresária Limitada,14353,5.0E7,1
ELLU J COMERCIO E SERVICOS EIRELI,03772302,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
AF ARRAES EIRELI,03774382,TO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
TERABYTE INTEGRADORA DE SOLUCOES EM TECNOLOGIA DA INFORMACAO COMERCIO E SERVCOS LTDA,03776173,DF,Sociedade Empresária Limitada,14353,5.0E7,1
ANGHETEC CONSULTORIA PROJETOS PRODUTOS E SERVICOS LTDA,03780691,DF,Sociedade Empresária Limitada,14353,5.0E7,1
CONSTRUFORTE CONSTRUCOES EIRELI,03782343,PB,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
COPINHAND COMERCIO DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIO LTDA,03784124,RJ,Sociedade Empresária Limitada,14353,5.0E7,1
CONTECGEO -CONSTRUCAO TERCEIRIZACAO E GEOFISICA LTDA,03792665,SE,Sociedade Empresária Limitada,14353,5.0E7,1
H DE SOUZA EIRELI,03793153,ES,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
J. P. SCARPARO EIRELI,03794623,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
URSA MAIOR COMERCIO DE AUDIO E VIDEO LTDA,03803597,BA,Sociedade Empresária Limitada,14353,5.0E7,1
C&M CONSTRUCAO CIVIL E PRESTACAO DE SERVICOS EIRELI,03804482,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
GEMAS DA TERRA EMPRESA BRASILEIRA DE PEDRAS LTDA,03804685,GO,Sociedade Empresária Limitada,14353,5.0E7,1
LOCOMOTIVA ENGENHARIA E CONSTRUCAO EIRELI,03805175,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
CAPITAL SERVICOS TECNICOS EIRELI,03806656,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
TEC ROCHA SUL PERFURACAO E DESMONTE EIRELI,03815415,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
TAG INOVACAO E SISTEMAS LTDA,03816623,SP,Sociedade Empresária Limitada,14353,5.0E7,1
CLINICA ODONTOLOGICA FABIOLA SERRA EIRELI,03817365,PI,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
O MERCADAO COMERCIO E PRESTACAO DE SERVICOS EIRELI,03823107,SE,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
GLAUCO OLIVEIRA E SILVA EIRELI,03831304,MS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.0E7,1
CONSTRUTORA RIO BRAVO EIRELI,03728318,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.005E7,1
MILLENIUM PERFURACAO E DETONACAO DE ROCHAS EIRELI,03796972,SC,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.1E7,1
LILIANA FERREIRA GOMES COSTA LTDA,03716452,MA,Sociedade Empresária Limitada,14353,5.2E7,1
J G DE A FERREIRA MINERADORA EIRELI,03779142,MA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.2E7,1
CLINICA ORTOPEDICA GUSTAVO FIALHO EIRELI,03743568,RJ,Empresa Ind. de Resp. Limitada (Nat. Simples),16.641840875237557142123376,5.21E7,1
VISIVEL INDUSTRIA DE CONFECCOES EIRELI,03820224,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.25E7,1
ESTUTI CONSTRUCAO EIRELI,03763227,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.3E7,1
AUTO POSTO GABRIELLY EIRELI,03729168,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.39E7,1
VX7 COMERCIO E REPRESENTACOES EIRELI,03743692,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.4E7,1
NOBEL COMERCIO DE CEREAIS E HORTIFRUTIGRANJEIROS EIRELI,03749723,SC,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.5E7,1
EAGLE HOLDING LTDA,03779097,GO,Sociedade Empresária Limitada,14353,5.5E7,1
DOMA - PRODUTOS AGROPECUARIOS EIRELI,03800332,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.6E7,1
K ADMINISTRACAO E INCORPORACAO EIRELI,03763033,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.61E7,1
FG ADMINISTRACAO DE BENS E SERVICOS - EIRELI,03830610,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.672E7,1
R T A PARTICIPACAO E EMPREENDIMENTOS EIRELI,03770602,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,5.76218E7,1
ROCHAS GESTAO E SERVICOS LTDA,03695790,ES,Sociedade Empresária Limitada,14353,6.0E7,1
TALENTO SERVICOS EMPRESARIAIS LTDA,03712705,AM,Sociedade Empresária Limitada,14353,6.0E7,1
BENATTUBOS CALANDRADOS E MECANICOS EIRELI,03718546,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
SUPORT ENGENHARIA E CONSTRUCOES EIRELI,03732462,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
CAL COMERCIAL E ATACADISTA EMPREENDIMENTO EIRELI,03754544,BA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
COMERCIAL DE ALIMENTOS CERTEZA EIRELI,03765506,AL,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
J E R DE OLIVEIRA COMERCIO DE PESCADOS EIRELI,03786656,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
MAMO-RADY DIAGNOSTICO MATERNO INFANTIL EIRELI,03793071,MT,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
ADA SOLUCOES INTELIGENTES EIRELI,03807375,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
OCS ORGANIZACAO CONSTRUCAO E SERVICOS EIRELI,03809660,MS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
ICONE CONSTRUTORA TERRAPLANAGENS E ALUGUEL DE MAQUINAS EIRELI,03823460,MT,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.0E7,1
POTENCIAL CONSTRUCOES E SERVICOS EIRELI,03785059,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.1E7,1
M. ANDRADE ENGENHARIA LTDA,03719672,BA,Sociedade Empresária Limitada,14353,6.3710161E7,1
PONTA PORA DIESEL EIRELI,03759263,MS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.4E7,1
DASAUTO AUTOMOVEIS EIRELI,03731283,RS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.5E7,1
LUGGER BRASIL FABRICACAO DE MOVEIS EIRELI,03753419,BA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,6.5E7,1
GABE INDUSTRIAL DO BRASIL LTDA,03781902,SC,Sociedade Empresária Limitada,14353,6.5E7,1
LUDANI HOLDINGS EIRELI,03769904,SP,Empresa Ind. de Resp. Limitada (Nat. Simples),16.641840875237557142123376,6.51504E7,1
CDM CONSULTORIA LTDA.,03727606,ES,Sociedade Empresária Limitada,14353,6.77561E7,1
CERAMICA TELHA FORTE EIRELI,03710072,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,7.0E7,1
YELLOW BUG SERVICOS ADMINISTRATIVOS LTDA,03722852,SP,Sociedade Empresária Limitada,14353,7.0E7,1
INFORNET TELECOM EIRELI,03755120,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,7.0E7,1
ELLO FORTE COMERCIO E EMPREENDIMENTOS EIRELI,03756537,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,7.0E7,1
FONSECA NASCIMENTO LTDA,03818331,PA,Sociedade Empresária Limitada,14353,7.0E7,1
MN PARTICIPACOES E ADMINISTRACAO EIRELI,03735294,DF,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,7.032E7,1
CASA DO PADEIRO DE MATO GROSSO LTDA,03806562,MT,Sociedade Empresária Limitada,14353,7.22546E7,1
CONSTRUSORTE INDUSTRIA E COMERCIO DE MATERIAIS PARA CONSTRUCAO EIRELI,03713974,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,7.3E7,1
ENGECAP- CONSTRUCOES LOCACOES E SERVICOS DE MAO DE OBRA EM GERAL LTDA,03721521,SE,Sociedade Empresária Limitada,14353,7.5E7,1
GEOMETRIA ENGENHARIA E CONSTRUCOES EIRELI,03738581,RO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,7.5E7,1
GUATOS PRESTADORA DE SERVICOS EIRELI,03703179,MS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.0E7,1
JRD SERVICOS GERAIS LTDA,03718613,SE,Sociedade Empresária Limitada,14353,8.0E7,1
MOURA IN COMPANY COM. EXPORTACAO E IMPORTACAO LTDA,03720211,PA,Sociedade Empresária Limitada,14353,8.0E7,1
EXPRESSA CONSTRUCOES EIRELI,03730040,ES,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.0E7,1
CONSTRUPRESTES ENGENHARIA E REFORMAS LTDA,03753999,SP,Sociedade Empresária Limitada,14353,8.0E7,1
INPREL CONSTRUCOES E SERVICOS EIRELI,03757786,PB,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.0E7,1
MOON SEA COMERCIAL LTDA,03763569,SP,Sociedade Empresária Limitada,14353,8.0E7,1
EPE CONSTRUCOES EIRELI,03777452,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.0E7,1
SIMBOLO GUARULHOS PRODUTOS ALIMENTICIOS LTDA,03805038,SP,Sociedade Empresária Limitada,14353,8.0E7,1
BIANCO TRANSPORTES EIRELI,03809067,PR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.0E7,1
AMARONE PASTA E PIZZA LTDA.,03810276,RJ,Sociedade Empresária Limitada,14353,8.0E7,1
CONCREVIA CONSTRUTORA EIRELI,03818852,MS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.0E7,1
SERVFLORA SERVICOS FLORESTAL EIRELI,03741740,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.1E7,1
RENOVADORA DE PNEUS MARIALVA EIRELI,03713820,PR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.2E7,1
RODOPORTO CROSSVILLE LTDA,03766378,MG,Sociedade Empresária Limitada,14353,8.2727E7,1
1. MIL PUBLICITA LTDA.,03759465,SP,Sociedade Empresária Limitada,14353,8.31268E7,1
CAMBRA ENGENHARIA EIRELI,03773441,AL,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.4E7,1
MG INCORPORACAO E EMPREENDIMENTOS LTDA,03707750,SP,Sociedade Empresária Limitada,14353,8.45E7,1
NORDESTE INSTALACOES SERVICOS E AGRONEGOCIOS EIRELI,03795129,PE,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,8.7E7,1
FARIAS COMERCIO ATACADISTA EIRELI,03709873,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,9.0E7,1
PORTO JUNIOR CONSTRUCOES LTDA,03751417,RO,Sociedade Empresária Limitada,14353,9.0E7,1
KARAPITO ENGENHARIA EIRELI,03772615,RJ,Empresa Ind. de Resp. Limitada (Nat. Simples),16.641840875237557142123376,9.0E7,1
START CONSTRUCOES COMERCIO E SERVICOS LTDA,03780709,AC,Sociedade Empresária Limitada,14353,9.0E7,1
TAYO TECIDOS EIRELI,03832915,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,9.0E7,1
COELHO & RIBEIRO CONSTRUCOES ELETRICAS E CIVIS LTDA,03711190,PR,Sociedade Empresária Limitada,14353,9.6E7,1
GRAFICA DE ENVELOPES RELUC LTDA,03686778,SP,Sociedade Empresária Limitada,14353,1.0E8,1
DIGITAL WORK COMPUTER SERVICE COMERCIAL EIRELI .,03688545,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
COLE ALIMENTOS INDUSTRIA COMERCIO E ARMAZENAGEM - EIRELI,03689813,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
DAYBIT SERVICOS DIGITAIS LTDA,03698994,SP,Sociedade Empresária Limitada,14353,1.0E8,1
SMA - SERVICOS DE MONTAGENS ASSOCIADAS EIRELI,03705853,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
K.S.M ESTRUTURAS PARA EVENTOS LTDA,03707171,MS,Sociedade Empresária Limitada,14353,1.0E8,1
V BACELAR MARTINS EIRELI,03709520,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
R&R CONSTRUCOES E EMPREENDIMENTOS EIRELI,03727727,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI,03748673,PI,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
MEGAVOLTS ENGENHARIA - INDUSTRIA COMERCIO E GESTAO DE ENERGIA ELETRICA E UTILIDADES LTDA,03751165,AM,Sociedade Empresária Limitada,14353,1.0E8,1
AUDIO KRAFT ACESSORIOS AUTOMOTIVOS EIRELI,03756671,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
USINA JUANIN EVENTOS E AGRONEGOCIOS LTDA,03756690,SP,Sociedade Empresária Limitada,14353,1.0E8,1
MARUCA APOIO ADMINISTRATIVO EIRELI,03770230,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
MAIC ENGENHARIA EIRELI,03770645,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
NOVENTA GRAUS SERVICOS DE SEGURANCA E VIGILANCIA EIRELI,03772051,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
GUERREIRO INDUSTRIA E COMERCIO DE FERRO E ACO LTDA,03775200,GO,Sociedade Empresária Limitada,14353,1.0E8,1
IMPERIO DOS METAIS COMERCIAL EIRELI,03786009,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
PORTO EXPORTACAO DE MADEIRA EIRELI,03789743,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
POSTO 11 LTDA,03793502,MS,Sociedade Empresária Limitada,14353,1.0E8,1
POUSADA PENHASCO EIRELI,03794556,MT,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
E V S SERVICOS E CONSTRUCOES EIRELI,03809876,PA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
ABCOTT COMERCIO E INDUSTRIA QUIMICA - EIRELI,03811724,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
FASCAS CONSTRUTORA EIRELI,03818796,GO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.0E8,1
W L VISANI LTDA,03824646,MS,Sociedade Empresária Limitada,14353,1.0E8,1
IMEDIATA CONSTRUCOES E SERVICOS LTDA,03832021,SP,Sociedade Empresária Limitada,14353,1.0E8,1
SPERANDIO SPORT CONFECCOES EIRELI,03739891,SC,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.02133E8,1
IPE FABRICA DE SUBPRODUTOS DE ORIGEM ANIMAL EIRELI,03723296,PR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.03E8,1
AGRO - RIO TRANSPORTE E COMECIO EIRELI,03799500,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.030442E8,1
POSTO DE COMBUSTIVEL CRIANCA LTDA,03687888,PR,Sociedade Empresária Limitada,14353,1.05E8,1
R. DIASS COMERCIO E SERVICOS DE REFRIGERACAO EIRELI,03753725,TO,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.05E8,1
AMAZON BRAZIL INCORPORACOES LTDA,03709981,SC,Sociedade Empresária Limitada,14353,1.0539208E8,1
SEPA EMPREENDIMENTOS E PARTICIPACOES - EIRELI,03736461,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.06614E8,1
E.DUCAR EDITORA E PRODUTORA DE LIVROS EIRELI,03740749,DF,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.1E8,1
WATERLOO SERVICOS LOGISTICOS EIRELI,03745461,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.1E8,1
JAIME DA SILVA & CIA LTDA,03799196,RS,Sociedade Empresária Limitada,14353,1.1E8,1
RR SERVICOS DE LOTEAMENTOS LTDA,03826869,PA,Sociedade Empresária Limitada,14353,1.1E8,1
LSC CONSTRUCOES E SERVICOS DE OBRAS EIRELI,03834809,AM,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.1E8,1
ALMEIDA - CONSULTORIA E INTERMEDIACAO DE NEGOCIOS EIRELI,03815911,RS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.100025E8,1
INVENT COMUNICACAO E MARKETING EIRELI,03725372,MT,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.10364E8,1
FP AUDIO - EIRELI,03736955,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.13E8,1
COQUETE COMERCIO DE CALCADOS EIRELI,03816373,RJ,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.14E8,1
COSAPE PARTICIPACOES E EMPREENDIMENTOS - EIRELI,03794707,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.143583E8,1
ISLA PARTICIPACOES E EMPREENDIMENTOS IMOBILIARIOS EIRELI,03715330,MA,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.18E8,1
R N ALBUQUERQUE BRASIL EIRELI,03699397,AM,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.2E8,1
VALE DAS TRUTAS EIRELI,03755946,SC,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.2E8,1
EFFES SERVICE EIRELI,03795936,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.2E8,1
DALPARE RECICLAGENS METALICAS LTDA,03816922,PR,Sociedade Empresária Limitada,14353,1.2E8,1
TRB PARTICIPACOES EIRELI,03810353,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.204381E8,1
CONLUX PROJETOS E CONSTRUCOES - EIRELI,03689022,MG,Empresa Ind. de Resp. Limitada (Nat. Simples),16.641840875237557142123376,1.20735E8,1
P SERVICOS AUXILIARES A EMPRESAS EIRELI,03822268,PE,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.208E8,1
BELUMI INDUSTRIA E COMERCIO DE ALUMINIOS EIRELI,03761066,PR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.23E8,1
MATRIX QUIMICA - INDUSTRIA COMERCIO E DISTRIBUICAO DE SOLVENTES LTDA,03739933,PR,Sociedade Empresária Limitada,14353,1.267E8,1
MM COMPONENTES PARA IMPLEMENTOS RODOVIARIOS LTDA,03762769,SP,Sociedade Empresária Limitada,14353,1.3E8,1
S A PRODUCOES - EIRELI,03812897,DF,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.3E8,1
TEKIMOB CONSTRUTORA E INCORPORADORA LTDA.,03775752,SP,Sociedade Empresária Limitada,14353,1.322195E8,1
MAGUS BOLSAS E CALCADOS EIRELI,03708110,RS,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.34E8,1
POTTENCIAL VEICULOS ESPECIAIS E EQUIPAMENTOS DE SEGURANCA EIRELI,03746944,DF,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.35E8,1
TRATAMETAL COMERCIO DE IMPORTACAO E EXPORTACAO EIRELI,03698330,SP,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.4E8,1
VEGA EMPREENDIMENTOS COMERCIAIS EIRELI,03736921,MG,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.4E8,1
SPECIAL LOCACOES SERVICOS E CONSTRUCOES LTDA,03786162,PE,Sociedade Empresária Limitada,14353,1.405E8,1
ESTUDAR CONSULTORIA E EMPREENDIMENTOS LTDA,03768463,MG,Sociedade Empresária Limitada,14353,1.4592E8,1
ORGANIZACOES UNIDAS LTDA,03786721,MS,Sociedade Empresária Limitada,14353,1.485E8,1
MVM DA SILVA EIRELI,03709337,RR,Empresa Ind. de Resp. Limitada (Nat. Empresária),313,1.5E8,1
MODULO - ENGENHARIA LTDA,03718208,MA,Sociedade Empresária Limitada,14353,1.5E8,1
